fecha,hora,nivel,mensaje
2026-01-08,11:15:28,INFO,  [7/22] por-amenaza-de-incendios-forestales-2026-01-07-17-22-54
2026-01-08,11:15:32,INFO,  [8/22] a-y-colina-por-evento-meteorologico-2026-01-07-13-25-47
2026-01-08,11:15:37,INFO,  [9/22] -region-del-maule-por-calor-extremo-2026-01-06-16-09-49
2026-01-08,11:15:41,INFO,  [10/22] -camarones-por-evento-meteorologico-2026-01-07-12-50-00
2026-01-08,11:15:46,INFO,  [11/22] la-region-de-uble-por-calor-extremo-2026-01-07-09-08-06
2026-01-08,11:15:51,INFO,  [12/22] por-amenaza-de-incendios-forestales-2026-01-06-21-37-09
2026-01-08,11:15:55,INFO,  [13/22] region-del-biobio-por-calor-intenso-2026-01-05-13-32-55
2026-01-08,11:16:00,INFO,  [14/22] ucon-y-curarrehue-por-evento-masivo-2026-01-06-15-38-23
2026-01-08,11:16:04,INFO,  [15/22] -comuna-de-ovalle-por-evento-masivo-2026-01-06-12-21-29
2026-01-08,11:16:09,INFO,  [16/22] por-amenaza-de-incendios-forestales-2026-01-02-20-28-41
2026-01-08,11:16:14,INFO,  [20/22] cia-de-parinacota-ante-accidente-por-material-peligroso
2026-01-08,11:16:18,INFO,  [21/22] o-por-actividad-del-complejo-volcanico-planchon-peteroa
2026-01-08,11:16:23,INFO,  [22/22] e-por-actividad-del-complejo-volcanico-laguna-del-maule
2026-01-08,11:16:27,INFO,Total: 19
2026-01-08,11:21:30,INFO,Iniciando navegador...
2026-01-08,11:21:42,INFO,URLs: 22
2026-01-08,11:21:42,INFO,  [1/22] combarbala-por-tormentas-electricas-2026-01-05-13-11-26
2026-01-08,11:21:46,INFO,  [2/22] -de-lonquimay-por-incendio-forestal-2026-01-07-23-43-20
2026-01-08,11:21:51,INFO,  [3/22] por-amenaza-de-incendios-forestales-2026-01-07-22-28-18
2026-01-08,11:21:56,INFO,  [4/22] e-ohiggins-por-evento-meteorologico-2026-01-06-13-25-32
2026-01-08,11:22:00,INFO,  [5/22] o-y-parral-por-evento-meteorologico-2026-01-06-15-53-17
2026-01-08,11:22:05,INFO,  [6/22] -los-andes-por-evento-meteorologico-2026-01-07-13-49-35
2026-01-08,11:22:09,INFO,  [7/22] por-amenaza-de-incendios-forestales-2026-01-07-17-22-54
2026-01-08,11:22:14,INFO,  [8/22] a-y-colina-por-evento-meteorologico-2026-01-07-13-25-47
2026-01-08,11:22:19,INFO,  [9/22] -region-del-maule-por-calor-extremo-2026-01-06-16-09-49
2026-01-08,11:22:23,INFO,  [10/22] -camarones-por-evento-meteorologico-2026-01-07-12-50-00
2026-01-08,11:22:28,INFO,  [11/22] la-region-de-uble-por-calor-extremo-2026-01-07-09-08-06
2026-01-08,11:22:32,INFO,  [12/22] por-amenaza-de-incendios-forestales-2026-01-06-21-37-09
2026-01-08,11:22:37,INFO,  [13/22] region-del-biobio-por-calor-intenso-2026-01-05-13-32-55
2026-01-08,11:22:42,INFO,  [14/22] ucon-y-curarrehue-por-evento-masivo-2026-01-06-15-38-23
2026-01-08,11:22:46,INFO,  [15/22] -comuna-de-ovalle-por-evento-masivo-2026-01-06-12-21-29
2026-01-08,11:22:51,INFO,  [16/22] por-amenaza-de-incendios-forestales-2026-01-02-20-28-41
2026-01-08,11:22:56,INFO,  [20/22] cia-de-parinacota-ante-accidente-por-material-peligroso
2026-01-08,11:23:00,INFO,  [21/22] o-por-actividad-del-complejo-volcanico-planchon-peteroa
2026-01-08,11:23:05,INFO,  [22/22] e-por-actividad-del-complejo-volcanico-laguna-del-maule
2026-01-08,11:23:09,INFO,Total: 19
2026-01-08,11:28:12,INFO,Iniciando navegador...
2026-01-08,11:28:24,INFO,URLs: 22
2026-01-08,11:28:24,INFO,  [1/22] combarbala-por-tormentas-electricas-2026-01-05-13-11-26
2026-01-08,11:28:29,INFO,  [2/22] -de-lonquimay-por-incendio-forestal-2026-01-07-23-43-20
2026-01-08,11:28:33,INFO,  [3/22] por-amenaza-de-incendios-forestales-2026-01-07-22-28-18
2026-01-08,11:28:38,INFO,  [4/22] e-ohiggins-por-evento-meteorologico-2026-01-06-13-25-32
2026-01-08,11:28:42,INFO,  [5/22] o-y-parral-por-evento-meteorologico-2026-01-06-15-53-17
2026-01-08,11:28:47,INFO,  [6/22] -los-andes-por-evento-meteorologico-2026-01-07-13-49-35
2026-01-08,11:28:51,INFO,  [7/22] por-amenaza-de-incendios-forestales-2026-01-07-17-22-54
2026-01-08,11:28:56,INFO,  [8/22] a-y-colina-por-evento-meteorologico-2026-01-07-13-25-47
2026-01-08,11:29:01,INFO,  [9/22] -region-del-maule-por-calor-extremo-2026-01-06-16-09-49
2026-01-08,11:29:05,INFO,  [10/22] -camarones-por-evento-meteorologico-2026-01-07-12-50-00
2026-01-08,11:29:10,INFO,  [11/22] la-region-de-uble-por-calor-extremo-2026-01-07-09-08-06
2026-01-08,11:29:15,INFO,  [12/22] por-amenaza-de-incendios-forestales-2026-01-06-21-37-09
2026-01-08,11:29:19,INFO,  [13/22] region-del-biobio-por-calor-intenso-2026-01-05-13-32-55
